epoch,accuracy,dice_coeff,loss,lr,mean_absolute_error,mean_io_u,my_haud_dist,my_iou_metric,precision,recall,val_accuracy,val_dice_coeff,val_loss,val_mean_absolute_error,val_mean_io_u,val_my_haud_dist,val_my_iou_metric,val_precision,val_recall
16,0.6393508911132812,0.47921982407569885,0.31246885657310486,0.001,0.40527474880218506,0.361419677734375,8.044783592224121,0.0,0.43096333742141724,0.9402114152908325,0.5891647338867188,0.5608312487602234,0.2635011076927185,0.41152387857437134,0.3642578125,10.438584327697754,0.0055555556900799274,0.39534270763397217,0.9694806933403015
17,0.6412811279296875,0.47971105575561523,0.31217265129089355,0.001,0.4046807289123535,0.361419677734375,8.030736923217773,0.0,0.43215110898017883,0.9371283650398254,0.5887985229492188,0.560563862323761,0.26366135478019714,0.4119228720664978,0.3642578125,10.432147026062012,0.0055555556900799274,0.39514216780662537,0.9696773886680603
18,0.6450119018554688,0.48030373454093933,0.31181806325912476,0.000100000005,0.4037519097328186,0.361419677734375,8.121136665344238,0.0,0.4343286156654358,0.9285674691200256,0.5888595581054688,0.5603974461555481,0.26376253366470337,0.4119302034378052,0.3642578125,10.42655086517334,0.0055555556900799274,0.39518317580223083,0.9697335958480835
19,0.644500732421875,0.48009878396987915,0.3119406998157501,0.000100000005,0.40405309200286865,0.361419677734375,8.088438034057617,0.0,0.4342014193534851,0.9325864315032959,0.5890045166015625,0.5601981282234192,0.26388129591941833,0.4119601845741272,0.3642578125,10.420683860778809,0.0055555556900799274,0.39527639746665955,0.9698178768157959
20,0.6460037231445312,0.4804830849170685,0.31170958280563354,0.000100000005,0.4036889672279358,0.361419677734375,8.132731437683105,0.0,0.43535861372947693,0.9335498809814453,0.5891571044921875,0.5599654912948608,0.2640201151371002,0.4120134711265564,0.3642578125,10.414475440979004,0.004545454401522875,0.39536935091018677,0.9698460102081299
21,0.6444778442382812,0.4802643358707428,0.3118414282798767,0.000100000005,0.40383589267730713,0.361419677734375,8.100845336914062,0.0,0.4338438808917999,0.9270535111427307,0.5892715454101562,0.5596963167190552,0.26418280601501465,0.4121004641056061,0.3642578125,10.407943725585938,0.004166666883975267,0.39544448256492615,0.9699302911758423
22,0.6455307006835938,0.48081305623054504,0.3115127682685852,0.000100000005,0.4033442735671997,0.361419677734375,8.068636894226074,0.0,0.43473106622695923,0.9289253354072571,0.5893630981445312,0.5593898892402649,0.26436612010002136,0.4122212827205658,0.3642578125,10.401084899902344,0.004166666883975267,0.39551085233688354,0.9700708389282227
23,0.6448822021484375,0.4799656867980957,0.3120199739933014,0.000100000005,0.4039608836174011,0.361419677734375,8.058785438537598,0.0,0.43426233530044556,0.9290354251861572,0.58941650390625,0.5590466856956482,0.2645721137523651,0.4123757481575012,0.3642578125,10.393876075744629,0.004166666883975267,0.3955521583557129,0.970183253288269
24,0.6481170654296875,0.48082244396209717,0.3115074336528778,0.000100000005,0.40321603417396545,0.361419677734375,8.111529350280762,0.0,0.4364900290966034,0.9264479279518127,0.5896148681640625,0.5586675405502319,0.26480016112327576,0.4125709533691406,0.3642578125,10.386345863342285,0.004166666883975267,0.3956867456436157,0.9703799486160278
25,0.6482162475585938,0.48143166303634644,0.3111417591571808,0.000100000005,0.4028235971927643,0.361419677734375,8.090628623962402,0.0,0.43685686588287354,0.93137526512146,0.5896987915039062,0.5582512021064758,0.2650492489337921,0.4128081798553467,0.3642578125,10.378432273864746,0.004999999888241291,0.39574381709098816,0.9704642295837402
26,0.6486358642578125,0.481189101934433,0.3112868666648865,0.000100000005,0.402931809425354,0.361419677734375,8.084615707397461,0.0,0.4371348023414612,0.9308246970176697,0.5897445678710938,0.5578007698059082,0.2653197646141052,0.4130827784538269,0.3642578125,10.370132446289062,0.0055555556900799274,0.3957686126232147,0.970436155796051
27,0.6486358642578125,0.4813196659088135,0.31120818853378296,0.000100000005,0.40280354022979736,0.361419677734375,8.063966751098633,0.0,0.437142938375473,0.930962324142456,0.5897903442382812,0.5573177337646484,0.2656096816062927,0.41339439153671265,0.3642578125,10.36141300201416,0.004545454401522875,0.39580538868904114,0.9705485701560974
28,0.6493072509765625,0.48218587040901184,0.3106888234615326,1.0000001e-05,0.40214136242866516,0.361419677734375,8.072883605957031,0.0,0.4377518892288208,0.9328616857528687,0.5898208618164062,0.5567908883094788,0.26592591404914856,0.41373491287231445,0.3642578125,10.35155200958252,0.004166666883975267,0.3958378732204437,0.970717191696167
29,0.6501541137695312,0.4812907874584198,0.3112258315086365,1.0000001e-05,0.4027664065361023,0.361419677734375,8.101720809936523,0.0,0.43810340762138367,0.928099513053894,0.589874267578125,0.5562265515327454,0.26626497507095337,0.41411757469177246,0.3642578125,10.336352348327637,0.004166666883975267,0.39587679505348206,0.9708014726638794
30,0.6465606689453125,0.48136571049690247,0.3111801743507385,1.0000001e-05,0.4028152823448181,0.361419677734375,8.08405876159668,0.0,0.4353867173194885,0.9272462129592896,0.590057373046875,0.5556232333183289,0.266625314950943,0.41454005241394043,0.3642578125,10.320396423339844,0.003846153849735856,0.3959976136684418,0.9709420204162598
31,0.6484527587890625,0.4816933274269104,0.3109841048717499,1.0000001e-05,0.4025565981864929,0.361419677734375,8.097994804382324,0.0,0.43706104159355164,0.9318707585334778,0.5901641845703125,0.5549830794334412,0.26701003313064575,0.41500237584114075,0.3642578125,10.303735733032227,0.0033333334140479565,0.3960706889629364,0.9710544347763062
32,0.6490249633789062,0.4822867810726166,0.31062790751457214,1.0000001e-05,0.40204498171806335,0.361419677734375,8.107203483581543,0.0,0.4375685751438141,0.9333021640777588,0.5901870727539062,0.5543041229248047,0.267417848110199,0.4155046343803406,0.3642578125,10.286250114440918,0.0033333334140479565,0.3960843086242676,0.9710544347763062
33,0.649017333984375,0.481994092464447,0.3108038008213043,1.0000001e-05,0.4023418426513672,0.361419677734375,8.08781623840332,0.0,0.43748223781585693,0.9319257736206055,0.5902633666992188,0.5535892248153687,0.26784586906433105,0.41604381799697876,0.3642578125,10.26807689666748,0.0033333334140479565,0.3961392641067505,0.9711667895317078
34,0.64764404296875,0.48185858130455017,0.31088492274284363,1.0000001e-05,0.4023309648036957,0.361419677734375,7.991321086883545,0.0,0.4363175928592682,0.9294208288192749,0.590301513671875,0.5528361201286316,0.2682986259460449,0.4166206419467926,0.3642578125,10.249164581298828,0.0029411765281111,0.39616671204566956,0.971222996711731
35,0.6481094360351562,0.4816281199455261,0.3110228180885315,1.0000001e-05,0.4025276303291321,0.361419677734375,8.078169822692871,0.0,0.43666669726371765,0.9295034408569336,0.5903244018554688,0.5520484447479248,0.2687711715698242,0.4172295033931732,0.3642578125,10.223456382751465,0.0029411765281111,0.39618033170700073,0.971222996711731
36,0.6510009765625,0.4826112389564514,0.31043264269828796,1.0000001e-05,0.4017394185066223,0.361419677734375,8.080050468444824,0.0,0.4388142228126526,0.9294483661651611,0.5903778076171875,0.5512267351150513,0.26926419138908386,0.41786646842956543,0.3642578125,10.196356773376465,0.0029411765281111,0.39621689915657043,0.9712792038917542
37,0.648101806640625,0.48145362734794617,0.31112730503082275,1.0000001e-05,0.40266507863998413,0.361419677734375,8.063981056213379,0.0,0.43655768036842346,0.9277691841125488,0.5904388427734375,0.5503735542297363,0.2697754502296448,0.41853171586990356,0.3642578125,10.17021369934082,0.0029411765281111,0.39626750349998474,0.9714478254318237
38,0.6483078002929688,0.4821334779262543,0.31071990728378296,1.0000001e-06,0.4021632671356201,0.361419677734375,8.03395938873291,0.0,0.43685606122016907,0.9302191138267517,0.590484619140625,0.5494897961616516,0.2703061103820801,0.419216126203537,0.3642578125,10.152116775512695,0.0029411765281111,0.3962995111942291,0.9715040326118469
39,0.6481857299804688,0.4818931221961975,0.3108644187450409,1.0000001e-06,0.4023105502128601,0.361419677734375,8.09223747253418,0.0,0.43683430552482605,0.93137526512146,0.5905303955078125,0.5485763549804688,0.2708544433116913,0.4199240803718567,0.3642578125,10.142226219177246,0.0029411765281111,0.3963434100151062,0.9717007875442505
40,0.64752197265625,0.48194411396980286,0.3108338713645935,1.0000001e-06,0.4022720158100128,0.361419677734375,8.097987174987793,0.0,0.4361151456832886,0.9275490045547485,0.5905532836914062,0.5476323366165161,0.2714204788208008,0.42065149545669556,0.3642578125,10.132034301757812,0.0031250000465661287,0.39635705947875977,0.9717007875442505
41,0.6493301391601562,0.48196765780448914,0.31081920862197876,1.0000001e-06,0.40232327580451965,0.361419677734375,8.130825996398926,0.0,0.4375445544719696,0.9290354251861572,0.5906143188476562,0.5466611981391907,0.2720032036304474,0.4213971197605133,0.3642578125,10.121230125427246,0.0031250000465661287,0.3963981568813324,0.9717569947242737
42,0.6504364013671875,0.4816315770149231,0.31102049350738525,1.0000001e-06,0.40252915024757385,0.361419677734375,8.107604026794434,0.0,0.4384022355079651,0.9296135306358337,0.5906448364257812,0.5456703901290894,0.2725982069969177,0.4221484959125519,0.3642578125,10.10973072052002,0.0031250000465661287,0.39642345905303955,0.9718412756919861
43,0.6481781005859375,0.4823673963546753,0.31057974696159363,1.0000001e-06,0.4018982946872711,0.361419677734375,8.079523086547852,0.0,0.43679600954055786,0.9308246970176697,0.590667724609375,0.5446508526802063,0.2732088565826416,0.4229159355163574,0.3642578125,10.097519874572754,0.0031250000465661287,0.39644184708595276,0.9718974828720093
44,0.6493453979492188,0.4810239374637604,0.3113860487937927,1.0000001e-06,0.40304088592529297,0.361419677734375,8.042827606201172,0.0,0.43753162026405334,0.9286225438117981,0.5907058715820312,0.5436111688613892,0.2738339900970459,0.42369145154953003,0.3642578125,10.084611892700195,0.0031250000465661287,0.3964692950248718,0.9719536900520325
45,0.6470489501953125,0.48149433732032776,0.3111037611961365,1.0000001e-06,0.402715265750885,0.361419677734375,8.025428771972656,0.0,0.4359443783760071,0.9305219054222107,0.5907669067382812,0.5425520539283752,0.27446818351745605,0.4244726300239563,0.3642578125,10.071041107177734,0.0031250000465661287,0.3965246379375458,0.9721785187721252
46,0.6481704711914062,0.482023149728775,0.31078585982322693,1.0000001e-06,0.40225502848625183,0.361419677734375,8.067718505859375,0.0,0.43660858273506165,0.9277691841125488,0.5908050537109375,0.5414742827415466,0.2751157879829407,0.42525723576545715,0.3642578125,10.056808471679688,0.0031250000465661287,0.3965568542480469,0.9722909331321716
47,0.6484375,0.4820053279399872,0.31079787015914917,1.0000001e-06,0.4022670090198517,0.361419677734375,8.056527137756348,0.0,0.4370107352733612,0.9312101006507874,0.59088134765625,0.5403758883476257,0.275774747133255,0.42604872584342957,0.3642578125,10.041851997375488,0.0031250000465661287,0.3966212868690491,0.9725157618522644
48,0.6483917236328125,0.4818756878376007,0.310874879360199,1.0000001e-07,0.40235504508018494,0.361419677734375,8.06529712677002,0.0,0.43688881397247314,0.9297236204147339,0.5908966064453125,0.5392673015594482,0.27643927931785583,0.4268377721309662,0.3642578125,10.026284217834473,0.0031250000465661287,0.3966303765773773,0.9725157618522644
49,0.6476364135742188,0.4815680682659149,0.3110586404800415,1.0000001e-07,0.4025079607963562,0.361419677734375,8.097662925720215,0.0,0.43612706661224365,0.9263378381729126,0.5909194946289062,0.538138210773468,0.2771174907684326,0.42762985825538635,0.3642578125,10.009705543518066,0.0031250000465661287,0.3966558575630188,0.97265625
50,0.6481094360351562,0.48120012879371643,0.3112794756889343,1.0000001e-07,0.40283507108688354,0.361419677734375,8.030181884765625,0.0,0.4367321729660034,0.9306045174598694,0.5909576416015625,0.536998450756073,0.2778013348579407,0.4284188151359558,0.3642578125,9.992213249206543,0.0031250000465661287,0.3966904282569885,0.9727967381477356
51,0.6469955444335938,0.4812574088573456,0.311245858669281,1.0000001e-07,0.4027835428714752,0.361419677734375,8.059768676757812,0.0,0.4357791543006897,0.9284298419952393,0.5909881591796875,0.5358503460884094,0.27848896384239197,0.4292004704475403,0.3642578125,9.972844123840332,0.0031250000465661287,0.39672043919563293,0.972937285900116
52,0.6490478515625,0.4822065234184265,0.3106765151023865,1.0000001e-07,0.4020099639892578,0.361419677734375,8.07154369354248,0.0,0.4373217821121216,0.9288152456283569,0.5909957885742188,0.5346864461898804,0.27918919920921326,0.4299829602241516,0.3642578125,9.952045440673828,0.0031250000465661287,0.3967391848564148,0.9731059074401855
53,0.6476821899414062,0.481842577457428,0.31089481711387634,1.0000001e-07,0.40234923362731934,0.361419677734375,8.032469749450684,0.0,0.43630462884902954,0.9287326335906982,0.5910263061523438,0.5335186719894409,0.27988874912261963,0.4307612478733063,0.3642578125,9.930831909179688,0.0029411765281111,0.3967691957950592,0.9732463955879211
54,0.6474685668945312,0.481311172246933,0.31121310591697693,1.0000001e-07,0.40283191204071045,0.361419677734375,8.158050537109375,0.0,0.4361582398414612,0.9289253354072571,0.5910263061523438,0.5323434472084045,0.2805939018726349,0.43152838945388794,0.3642578125,9.908954620361328,0.0029411765281111,0.39677393436431885,0.9733026027679443
55,0.6480865478515625,0.4816429018974304,0.3110145628452301,1.0000001e-07,0.4025389850139618,0.361419677734375,8.08423137664795,0.0,0.436445951461792,0.9260900616645813,0.5910263061523438,0.531161904335022,0.2813032269477844,0.4322894215583801,0.3642578125,9.886587142944336,0.0027777778450399637,0.3967810273170471,0.9733869433403015
56,0.6491317749023438,0.48199227452278137,0.3108055293560028,1.0000001e-07,0.40227460861206055,0.361419677734375,8.058906555175781,0.0,0.43737441301345825,0.9286500811576843,0.59100341796875,0.5299786925315857,0.2820129096508026,0.4330432415008545,0.3642578125,9.863910675048828,0.0026315790601074696,0.3967815935611725,0.9735555052757263
