epoch,accuracy,dice_coeff,loss,lr,mean_absolute_error,mean_io_u,my_haud_dist,my_iou_metric,precision,recall,val_accuracy,val_dice_coeff,val_loss,val_mean_absolute_error,val_mean_io_u,val_my_haud_dist,val_my_iou_metric,val_precision,val_recall
0,0.3960418701171875,0.27807649970054626,0.43315330147743225,0.001,0.5565797090530396,0.361419677734375,9.468972206115723,0.0,0.11517591029405594,0.17644791305065155,0.6196823120117188,0.2440652847290039,0.4535602927207947,0.4104159474372864,0.3642578125,9.33436107635498,0.0,0.18065816164016724,0.11339365690946579
1,0.5245819091796875,0.36500415205955505,0.38099685311317444,0.001,0.49171769618988037,0.361419677734375,8.467657089233398,0.0,0.2903475761413574,0.4953204095363617,0.6218032836914062,0.5159904956817627,0.2904053330421448,0.37693488597869873,0.3642578125,9.718650817871094,0.0,0.40504541993141174,0.8383542895317078
2,0.641265869140625,0.4125599265098572,0.3524633049964905,0.001,0.4513161778450012,0.361419677734375,8.164461135864258,0.0,0.40192264318466187,0.6030610203742981,0.6190643310546875,0.5511820316314697,0.26929062604904175,0.3801395893096924,0.3642578125,10.331268310546875,0.0,0.4072560966014862,0.8851730823516846
3,0.66314697265625,0.4369039833545685,0.33785784244537354,0.001,0.4329926371574402,0.361419677734375,8.114992141723633,0.0,0.43380263447761536,0.705681562423706,0.6142578125,0.559194803237915,0.2644834816455841,0.3850242495536804,0.3642578125,10.426679611206055,0.0016666667070239782,0.4069281816482544,0.9200483560562134
4,0.651885986328125,0.4520936608314514,0.3287431597709656,0.001,0.42417746782302856,0.361419677734375,8.22627067565918,0.0,0.4315411448478699,0.8068707585334778,0.6107864379882812,0.5614017844200134,0.2631598114967346,0.38760894536972046,0.3642578125,10.437336921691895,0.0024999999441206455,0.40572112798690796,0.9330878853797913
5,0.634429931640625,0.4597407579421997,0.3241554796695709,0.001,0.4209566116333008,0.361419677734375,8.200859069824219,0.0,0.4233759939670563,0.8812486529350281,0.6099777221679688,0.5610262751579285,0.26338472962379456,0.386172354221344,0.3642578125,10.401673316955566,0.003846153849735856,0.4054524302482605,0.9362072944641113
6,0.6242904663085938,0.4632505178451538,0.32204973697662354,0.001,0.41993990540504456,0.361419677734375,8.193878173828125,0.0,0.41930606961250305,0.9238053560256958,0.6112899780273438,0.5593553185462952,0.26438629627227783,0.38249415159225464,0.3642578125,10.087821960449219,0.003846153849735856,0.4062983989715576,0.9361510872840881
7,0.6178207397460938,0.4645119905471802,0.3212920129299164,0.001,0.4198586344718933,0.361419677734375,8.19261646270752,0.0,0.4162784218788147,0.942000687122345,0.612091064453125,0.5581280589103699,0.26512235403060913,0.3799333870410919,0.3642578125,10.020393371582031,0.0062500000931322575,0.4068671762943268,0.9367412328720093
8,0.6169509887695312,0.46506011486053467,0.3209637999534607,0.001,0.4195095896720886,0.361419677734375,8.215128898620605,0.0,0.4159754812717438,0.9456892609596252,0.611328125,0.5588310956954956,0.264701783657074,0.38083651661872864,0.3642578125,10.029523849487305,0.004545454401522875,0.40646693110466003,0.9379215240478516
9,0.6196136474609375,0.46798813343048096,0.31920644640922546,0.001,0.41720050573349,0.361419677734375,8.179574966430664,0.0,0.417814701795578,0.9467077851295471,0.60943603515625,0.5607501864433289,0.2635498344898224,0.38426509499549866,0.3642578125,10.0853271484375,0.0035714285913854837,0.40533262491226196,0.9390175342559814
10,0.6239242553710938,0.46922770142555237,0.3184637725353241,0.001,0.4158397912979126,0.361419677734375,8.188691139221191,0.0,0.42035359144210815,0.9417804479598999,0.6068115234375,0.5624972581863403,0.26250118017196655,0.3879775404930115,0.3642578125,10.296699523925781,0.0035714285913854837,0.4038480222225189,0.9414343237876892
11,0.625946044921875,0.4700746238231659,0.31795504689216614,0.001,0.41480982303619385,0.361419677734375,8.172830581665039,0.0,0.4210473895072937,0.9321735501289368,0.6057510375976562,0.5635536313056946,0.2618677318096161,0.39077484607696533,0.3642578125,10.417665481567383,0.003846153849735856,0.4034489691257477,0.944778561592102
12,0.6316146850585938,0.4712507724761963,0.31725013256073,0.001,0.4134671092033386,0.361419677734375,8.169473648071289,0.0,0.4247296154499054,0.9286225438117981,0.6044921875,0.5640686750411987,0.2615585923194885,0.3926497995853424,0.3642578125,10.44572639465332,0.0035714285913854837,0.40286341309547424,0.9473358988761902
13,0.6316452026367188,0.4716036915779114,0.31703874468803406,0.001,0.4128611385822296,0.361419677734375,8.147854804992676,0.0,0.4243911802768707,0.9234199523925781,0.6033172607421875,0.5642814040184021,0.26143163442611694,0.3939059376716614,0.3642578125,10.462101936340332,0.003846153849735856,0.4022981524467468,0.9494435787200928
14,0.6327667236328125,0.4725389778614044,0.31647565960884094,0.001,0.41174793243408203,0.361419677734375,8.190422058105469,0.0,0.4249555170536041,0.920144259929657,0.60272216796875,0.5642962455749512,0.26142188906669617,0.39470434188842773,0.3642578125,10.468381881713867,0.004166666883975267,0.40211814641952515,0.9517760872840881
15,0.6338424682617188,0.47354862093925476,0.31587156653404236,0.001,0.4108421802520752,0.361419677734375,8.209264755249023,0.0,0.4261419177055359,0.9263378381729126,0.6022796630859375,0.5641749501228333,0.26149460673332214,0.3951999545097351,0.3642578125,10.466450691223145,0.0035714285913854837,0.40195542573928833,0.9531530737876892
16,0.6318283081054688,0.47464749217033386,0.31521129608154297,0.001,0.40988171100616455,0.361419677734375,8.188091278076172,0.0,0.4251677989959717,0.9328341484069824,0.601715087890625,0.5639354586601257,0.2616388201713562,0.3954509496688843,0.3642578125,10.457911491394043,0.0031250000465661287,0.4017010033130646,0.9543334245681763
17,0.6296157836914062,0.4748592674732208,0.31508558988571167,0.001,0.4097444713115692,0.361419677734375,8.192367553710938,0.0,0.4239288866519928,0.9372109770774841,0.6013031005859375,0.5635712146759033,0.2618567943572998,0.3954949378967285,0.3642578125,10.44601821899414,0.0035714285913854837,0.4015214145183563,0.9552608132362366
