epoch,accuracy,dice_coeff,loss,lr,mean_absolute_error,mean_io_u_90,my_haud_dist,my_iou_metric,precision_90,recall_90,val_accuracy,val_dice_coeff,val_loss,val_mean_absolute_error,val_mean_io_u_90,val_my_haud_dist,val_my_iou_metric,val_precision_90,val_recall_90
0,0.4826202392578125,0.3426615297794342,0.3944021463394165,0.001,0.5088164210319519,0.361419677734375,8.651846885681152,0.0,0.2552013695240021,0.4517727494239807,0.6045684814453125,0.5425663590431213,0.2744598984718323,0.3929329812526703,0.3642578125,9.91316032409668,0.0,0.3991157114505768,0.9031025171279907
1,0.6134490966796875,0.4478479027748108,0.33129122853279114,0.001,0.4321698844432831,0.361419677734375,8.435070037841797,0.0,0.40664634108543396,0.8596124053001404,0.6083908081054688,0.5538843870162964,0.2676696181297302,0.3918914794921875,0.3642578125,10.298391342163086,0.0027777778450399637,0.40283143520355225,0.9171819090843201
2,0.6058273315429688,0.46037057042121887,0.3237769305706024,0.001,0.4234306216239929,0.361419677734375,8.340862274169922,0.0,0.4100416302680969,0.9621779322624207,0.6094970703125,0.5574198365211487,0.2655485272407532,0.39199358224868774,0.3642578125,10.342581748962402,0.004999999888241291,0.4044281542301178,0.9275798201560974
3,0.6073760986328125,0.463288813829422,0.3220268487930298,0.001,0.42117834091186523,0.361419677734375,8.28361701965332,0.0,0.41141003370285034,0.9673255085945129,0.607086181640625,0.5595330595970154,0.2642795145511627,0.39294034242630005,0.3642578125,10.35812759399414,0.0055555556900799274,0.40324854850769043,0.9321042895317078
4,0.6098556518554688,0.4656955301761627,0.3205823600292206,0.001,0.41942641139030457,0.361419677734375,8.294719696044922,0.0,0.4130120575428009,0.9677383899688721,0.6061859130859375,0.5610154867172241,0.26339030265808105,0.3940197825431824,0.3642578125,10.366227149963379,0.0062500000931322575,0.4032907783985138,0.9395233988761902
5,0.6126174926757812,0.46740639209747314,0.3195566236972809,0.001,0.4181958734989166,0.361419677734375,8.315367698669434,0.0,0.41464510560035706,0.9659491181373596,0.605224609375,0.5620096325874329,0.2627944350242615,0.3949240446090698,0.3642578125,10.365411758422852,0.008333333767950535,0.4030640423297882,0.9441602826118469
6,0.6145095825195312,0.46881014108657837,0.31871330738067627,0.001,0.4170180559158325,0.361419677734375,8.323808670043945,0.0,0.4157499372959137,0.9643800854682922,0.6048583984375,0.5626093149185181,0.26243504881858826,0.39557749032974243,0.3642578125,10.365812301635742,0.0062500000931322575,0.40315720438957214,0.9480946660041809
7,0.6175918579101562,0.47037675976753235,0.3177741765975952,0.001,0.4155161380767822,0.361419677734375,8.332369804382324,0.0,0.4174594581127167,0.9602785706520081,0.6045761108398438,0.5629356503486633,0.2622382342815399,0.39598673582077026,0.3642578125,10.365806579589844,0.008333333767950535,0.40310633182525635,0.9496402740478516
8,0.6185531616210938,0.4710898995399475,0.3173452913761139,0.001,0.4146897792816162,0.361419677734375,8.30988597869873,0.0,0.4177705645561218,0.9558191895484924,0.6042404174804688,0.5630522966384888,0.26216885447502136,0.39616942405700684,0.3642578125,10.364591598510742,0.0071428571827709675,0.4029527008533478,0.9503428339958191
9,0.6213760375976562,0.472050279378891,0.3167700171470642,0.001,0.4136393070220947,0.361419677734375,8.347066879272461,0.0,0.41963088512420654,0.9557090997695923,0.6040725708007812,0.5630314946174622,0.26218071579933167,0.3961971700191498,0.3642578125,10.36224365234375,0.0071428571827709675,0.4028471112251282,0.9503428339958191
10,0.6212692260742188,0.4725295901298523,0.3164824843406677,0.001,0.41296565532684326,0.361419677734375,8.319172859191895,0.0,0.41938647627830505,0.9532591700553894,0.603912353515625,0.5629252195358276,0.2622451186180115,0.39611178636550903,0.3642578125,10.359315872192383,0.009999999776482582,0.40273013710975647,0.9501461386680603
11,0.6244888305664062,0.47333434224128723,0.31599947810173035,0.001,0.4120650291442871,0.361419677734375,8.368477821350098,0.0,0.42142605781555176,0.9516075849533081,0.6039199829101562,0.5627829432487488,0.2623298168182373,0.39601221680641174,0.3642578125,10.356003761291504,0.008333333767950535,0.4027186930179596,0.9499494433403015
12,0.6261062622070312,0.4741716682910919,0.3154977262020111,0.001,0.4111842215061188,0.361419677734375,8.371347427368164,0.0,0.42236238718032837,0.9493503570556641,0.6038284301757812,0.5626313090324402,0.2624208331108093,0.39595526456832886,0.3642578125,10.352334976196289,0.0071428571827709675,0.40267041325569153,0.9500617980957031
13,0.6264114379882812,0.4746275842189789,0.31522366404533386,0.001,0.41057121753692627,0.361419677734375,8.392614364624023,0.0,0.4222014248371124,0.944037675857544,0.6039352416992188,0.5624825954437256,0.26251131296157837,0.39597445726394653,0.3642578125,10.3484525680542,0.008333333767950535,0.40280240774154663,0.9508486986160278
14,0.6269378662109375,0.4755837917327881,0.3146507441997528,0.001,0.4097021520137787,0.361419677734375,8.34957504272461,0.0,0.42256417870521545,0.9440926909446716,0.60400390625,0.5623132586479187,0.2626115679740906,0.39607173204421997,0.3642578125,10.344478607177734,0.008333333767950535,0.40294957160949707,0.9521133303642273
15,0.6276168823242188,0.47585663199424744,0.31448596715927124,0.001,0.40932658314704895,0.361419677734375,8.331783294677734,0.0,0.42313992977142334,0.9457167983055115,0.60394287109375,0.5620993971824646,0.2627408802509308,0.39622342586517334,0.3642578125,10.340725898742676,0.0062500000931322575,0.40301504731178284,0.953377902507782
16,0.6297836303710938,0.47748979926109314,0.3135068714618683,0.001,0.4077945351600647,0.361419677734375,8.331029891967773,0.0,0.42465314269065857,0.9461296796798706,0.6041717529296875,0.56181800365448,0.2629089951515198,0.39637070894241333,0.3642578125,10.336236000061035,0.0062500000931322575,0.4032392203807831,0.9543614983558655
17,0.6312942504882812,0.47809872031211853,0.3131408393383026,0.001,0.4070439040660858,0.361419677734375,8.32774829864502,0.0,0.42587992548942566,0.9489099383354187,0.604095458984375,0.5614186525344849,0.2631490230560303,0.3963984549045563,0.3642578125,10.33095645904541,0.004999999888241291,0.4032120108604431,0.9546144604682922
18,0.6340179443359375,0.4788755774497986,0.3126752972602844,0.000100000005,0.40603286027908325,0.361419677734375,8.343332290649414,0.0,0.4273591637611389,0.9426888227462769,0.6040267944335938,0.5607859492301941,0.2635277807712555,0.3962668776512146,0.3642578125,10.323822021484375,0.004999999888241291,0.4031367599964142,0.9542210102081299
19,0.63397216796875,0.4792056679725647,0.3124769628047943,0.000100000005,0.4057144522666931,0.361419677734375,8.318293571472168,0.0,0.42733079195022583,0.9427438974380493,0.6039352416992188,0.5600999593734741,0.26393961906433105,0.39609891176223755,0.3642578125,10.316465377807617,0.0055555556900799274,0.4030609130859375,0.9539961814880371
20,0.6323165893554688,0.4789157509803772,0.31265029311180115,0.000100000005,0.40595197677612305,0.361419677734375,8.362842559814453,0.0,0.42609041929244995,0.9414501190185547,0.6038818359375,0.5593647360801697,0.26438137888908386,0.39589691162109375,0.3642578125,10.308752059936523,0.0071428571827709675,0.40299057960510254,0.9535465240478516
21,0.6338882446289062,0.47950655221939087,0.3122963011264801,0.000100000005,0.405414342880249,0.361419677734375,8.282601356506348,0.0,0.4272739887237549,0.9427714347839355,0.6039276123046875,0.5585749745368958,0.2648546099662781,0.3956666588783264,0.3642578125,10.300461769104004,0.0062500000931322575,0.4029870331287384,0.9531530737876892
22,0.6341781616210938,0.47917667031288147,0.31249311566352844,0.000100000005,0.4056214690208435,0.361419677734375,8.31528091430664,0.0,0.4274929165840149,0.9430191516876221,0.6038665771484375,0.5577313899993896,0.26536139845848083,0.39540737867355347,0.3642578125,10.287769317626953,0.0062500000931322575,0.4029187262058258,0.9527877569198608
23,0.63360595703125,0.4792099893093109,0.31247425079345703,0.000100000005,0.40550363063812256,0.361419677734375,8.326055526733398,0.0,0.42716583609580994,0.9441202282905579,0.603546142578125,0.5568370819091797,0.26589876413345337,0.39512473344802856,0.3642578125,10.27798843383789,0.0055555556900799274,0.4026298224925995,0.9517198801040649
